========================================
Enhanced Git Staging Monitor Started: Tue Oct 28 00:33:11 CDT 2025
========================================

=== BASELINE CAPTURE (at startup) ===
  Staged files:        1
  Process accessing: 
[23:27:09] Still monitoring... (no mass staging detected)
[23:27:26] Git index modified (mtime changed from 1762057590 to 1762057645)
  Staged files:       39
  Process accessing: 
[23:27:43] Git index modified (mtime changed from 1762057645 to 1762057663)
  Staged files:       39
  Process accessing: 
[23:27:54] Git index modified (mtime changed from 1762057663 to 1762057673)
  Staged files:        5
  Process accessing: 
[23:28:06] Git index modified (mtime changed from 1762057673 to 1762057685)
  Staged files:        5
  Process accessing: 
[23:28:12] Still monitoring... (no mass staging detected)
[23:28:45] Git index modified (mtime changed from 1762057685 to 1762057724)
  Staged files:        5
  Process accessing: 
[23:28:54] Git index modified (mtime changed from 1762057724 to 1762057732)
  Staged files:        0
  Process accessing: 
[23:28:58] Git index modified (mtime changed from 1762057732 to 1762057737)
  Staged files:        1
  Process accessing: 
[23:29:09] Git index modified (mtime changed from 1762057737 to 1762057747)
  Staged files:        0
  Process accessing: 
[23:29:15] Still monitoring... (no mass staging detected)
[23:30:16] Still monitoring... (no mass staging detected)
[23:31:18] Still monitoring... (no mass staging detected)
[23:32:19] Still monitoring... (no mass staging detected)
[23:33:21] Still monitoring... (no mass staging detected)
[23:34:22] Still monitoring... (no mass staging detected)
[23:35:24] Still monitoring... (no mass staging detected)
[23:36:26] Still monitoring... (no mass staging detected)
[23:37:27] Still monitoring... (no mass staging detected)
[23:38:29] Still monitoring... (no mass staging detected)
[23:39:30] Still monitoring... (no mass staging detected)
[23:40:32] Still monitoring... (no mass staging detected)
[23:41:33] Still monitoring... (no mass staging detected)
[23:42:35] Still monitoring... (no mass staging detected)
[23:43:36] Still monitoring... (no mass staging detected)
[23:44:38] Still monitoring... (no mass staging detected)
[23:45:39] Still monitoring... (no mass staging detected)
[23:46:41] Still monitoring... (no mass staging detected)
[23:47:43] Still monitoring... (no mass staging detected)
[23:48:44] Still monitoring... (no mass staging detected)
[23:49:46] Still monitoring... (no mass staging detected)
[23:50:47] Still monitoring... (no mass staging detected)
[23:51:49] Still monitoring... (no mass staging detected)
[23:52:50] Still monitoring... (no mass staging detected)
[23:53:52] Still monitoring... (no mass staging detected)
[23:54:53] Still monitoring... (no mass staging detected)
[23:55:55] Still monitoring... (no mass staging detected)
[23:56:57] Still monitoring... (no mass staging detected)
[23:57:58] Still monitoring... (no mass staging detected)
[23:59:00] Still monitoring... (no mass staging detected)
[00:00:02] Still monitoring... (no mass staging detected)
[00:01:03] Still monitoring... (no mass staging detected)
[00:02:05] Still monitoring... (no mass staging detected)
[07:00:27] Still monitoring... (no mass staging detected)
[09:49:46] Still monitoring... (no mass staging detected)
[09:50:47] Still monitoring... (no mass staging detected)
[09:51:48] Still monitoring... (no mass staging detected)
[09:52:50] Still monitoring... (no mass staging detected)
[09:53:51] Still monitoring... (no mass staging detected)
[09:54:52] Still monitoring... (no mass staging detected)
[09:55:53] Still monitoring... (no mass staging detected)
[09:56:54] Still monitoring... (no mass staging detected)
[09:57:56] Still monitoring... (no mass staging detected)
[09:58:57] Still monitoring... (no mass staging detected)
[09:59:58] Still monitoring... (no mass staging detected)
[10:00:59] Still monitoring... (no mass staging detected)
[10:02:01] Still monitoring... (no mass staging detected)
[10:03:02] Still monitoring... (no mass staging detected)
[10:04:03] Still monitoring... (no mass staging detected)
[10:05:04] Still monitoring... (no mass staging detected)
[10:06:05] Still monitoring... (no mass staging detected)
[10:07:07] Still monitoring... (no mass staging detected)
[10:08:08] Still monitoring... (no mass staging detected)
[10:09:09] Still monitoring... (no mass staging detected)
[10:10:10] Still monitoring... (no mass staging detected)
[10:11:12] Still monitoring... (no mass staging detected)
[10:12:13] Still monitoring... (no mass staging detected)
[10:13:14] Still monitoring... (no mass staging detected)
[10:14:15] Still monitoring... (no mass staging detected)
[10:15:16] Still monitoring... (no mass staging detected)
[10:16:18] Still monitoring... (no mass staging detected)
[10:17:19] Still monitoring... (no mass staging detected)
[10:18:20] Still monitoring... (no mass staging detected)
[10:19:21] Still monitoring... (no mass staging detected)
[10:20:22] Still monitoring... (no mass staging detected)
[10:21:24] Still monitoring... (no mass staging detected)
[10:22:25] Still monitoring... (no mass staging detected)
[10:23:26] Still monitoring... (no mass staging detected)
[10:24:28] Still monitoring... (no mass staging detected)
[10:25:29] Still monitoring... (no mass staging detected)
[10:26:31] Still monitoring... (no mass staging detected)
[10:27:32] Still monitoring... (no mass staging detected)
[10:28:33] Still monitoring... (no mass staging detected)
[10:29:35] Still monitoring... (no mass staging detected)
[10:30:37] Still monitoring... (no mass staging detected)
[10:31:38] Still monitoring... (no mass staging detected)
[10:32:40] Still monitoring... (no mass staging detected)
[10:33:42] Still monitoring... (no mass staging detected)
[10:34:43] Still monitoring... (no mass staging detected)
[10:35:45] Still monitoring... (no mass staging detected)
[10:36:46] Still monitoring... (no mass staging detected)
[10:37:48] Still monitoring... (no mass staging detected)
[10:38:50] Still monitoring... (no mass staging detected)
[10:39:51] Still monitoring... (no mass staging detected)
[10:40:53] Still monitoring... (no mass staging detected)
[10:41:55] Still monitoring... (no mass staging detected)
[10:42:56] Still monitoring... (no mass staging detected)
[10:43:58] Still monitoring... (no mass staging detected)
[10:45:00] Still monitoring... (no mass staging detected)
[10:46:01] Still monitoring... (no mass staging detected)
[10:47:03] Still monitoring... (no mass staging detected)
[10:48:04] Still monitoring... (no mass staging detected)
[10:49:06] Still monitoring... (no mass staging detected)
[10:50:08] Still monitoring... (no mass staging detected)
[10:51:09] Still monitoring... (no mass staging detected)
[10:52:11] Still monitoring... (no mass staging detected)
[10:53:13] Still monitoring... (no mass staging detected)
[10:54:14] Still monitoring... (no mass staging detected)
[10:55:16] Still monitoring... (no mass staging detected)
[10:56:17] Still monitoring... (no mass staging detected)
[10:57:19] Still monitoring... (no mass staging detected)
[10:58:21] Still monitoring... (no mass staging detected)
[10:59:22] Still monitoring... (no mass staging detected)
[11:00:24] Still monitoring... (no mass staging detected)
[11:01:25] Still monitoring... (no mass staging detected)
[11:02:27] Still monitoring... (no mass staging detected)
[11:03:29] Still monitoring... (no mass staging detected)
[11:04:30] Still monitoring... (no mass staging detected)
[11:05:32] Still monitoring... (no mass staging detected)
[11:06:34] Still monitoring... (no mass staging detected)
[11:07:35] Still monitoring... (no mass staging detected)
[11:08:37] Still monitoring... (no mass staging detected)
[11:09:39] Still monitoring... (no mass staging detected)
[11:10:40] Still monitoring... (no mass staging detected)
[11:11:42] Still monitoring... (no mass staging detected)
[11:12:43] Still monitoring... (no mass staging detected)
[11:13:45] Still monitoring... (no mass staging detected)
[11:14:47] Still monitoring... (no mass staging detected)
[11:15:48] Still monitoring... (no mass staging detected)
[11:16:50] Still monitoring... (no mass staging detected)
[11:17:51] Still monitoring... (no mass staging detected)
[11:18:53] Still monitoring... (no mass staging detected)
[11:19:55] Still monitoring... (no mass staging detected)
[11:20:56] Still monitoring... (no mass staging detected)
[11:21:58] Still monitoring... (no mass staging detected)
[11:23:00] Still monitoring... (no mass staging detected)
[11:24:01] Still monitoring... (no mass staging detected)
[11:25:03] Still monitoring... (no mass staging detected)
[11:26:04] Still monitoring... (no mass staging detected)
[11:27:06] Still monitoring... (no mass staging detected)
[11:28:08] Still monitoring... (no mass staging detected)
[11:29:09] Still monitoring... (no mass staging detected)
[11:30:11] Still monitoring... (no mass staging detected)
[11:31:12] Still monitoring... (no mass staging detected)
[11:32:14] Still monitoring... (no mass staging detected)
[11:33:16] Still monitoring... (no mass staging detected)
[11:34:17] Still monitoring... (no mass staging detected)
[11:35:19] Still monitoring... (no mass staging detected)
[11:36:21] Still monitoring... (no mass staging detected)
[11:37:22] Still monitoring... (no mass staging detected)
[11:38:24] Still monitoring... (no mass staging detected)
[11:39:25] Still monitoring... (no mass staging detected)
[11:40:27] Still monitoring... (no mass staging detected)
[11:41:29] Still monitoring... (no mass staging detected)
[11:42:30] Still monitoring... (no mass staging detected)
[11:43:32] Still monitoring... (no mass staging detected)
[11:44:34] Still monitoring... (no mass staging detected)
[11:45:35] Still monitoring... (no mass staging detected)
[11:46:37] Still monitoring... (no mass staging detected)
[11:47:39] Still monitoring... (no mass staging detected)
[11:48:40] Still monitoring... (no mass staging detected)
[11:49:42] Still monitoring... (no mass staging detected)
[11:50:43] Still monitoring... (no mass staging detected)
[11:51:45] Still monitoring... (no mass staging detected)
[11:52:46] Still monitoring... (no mass staging detected)
[11:53:48] Still monitoring... (no mass staging detected)
[11:54:50] Still monitoring... (no mass staging detected)
[11:55:51] Still monitoring... (no mass staging detected)
[11:56:53] Still monitoring... (no mass staging detected)
[11:57:54] Still monitoring... (no mass staging detected)
[11:58:56] Still monitoring... (no mass staging detected)
[11:59:58] Still monitoring... (no mass staging detected)
[12:00:59] Still monitoring... (no mass staging detected)
[12:02:01] Still monitoring... (no mass staging detected)
[12:03:02] Still monitoring... (no mass staging detected)
[12:04:04] Still monitoring... (no mass staging detected)
[12:05:06] Still monitoring... (no mass staging detected)
[12:06:07] Still monitoring... (no mass staging detected)
[12:07:09] Still monitoring... (no mass staging detected)
[12:08:11] Still monitoring... (no mass staging detected)
[12:09:12] Still monitoring... (no mass staging detected)
[12:10:14] Still monitoring... (no mass staging detected)
[12:11:16] Still monitoring... (no mass staging detected)
[12:12:17] Still monitoring... (no mass staging detected)
[12:13:19] Still monitoring... (no mass staging detected)
[12:14:21] Still monitoring... (no mass staging detected)
[12:15:22] Still monitoring... (no mass staging detected)
[12:16:24] Still monitoring... (no mass staging detected)
[12:17:25] Still monitoring... (no mass staging detected)
[12:18:27] Still monitoring... (no mass staging detected)
[12:19:29] Still monitoring... (no mass staging detected)
[12:20:30] Still monitoring... (no mass staging detected)
[12:21:32] Still monitoring... (no mass staging detected)
[12:22:33] Still monitoring... (no mass staging detected)
[12:23:35] Still monitoring... (no mass staging detected)
[12:24:37] Still monitoring... (no mass staging detected)
[12:25:38] Still monitoring... (no mass staging detected)
[12:26:40] Still monitoring... (no mass staging detected)
[12:27:41] Still monitoring... (no mass staging detected)
[12:28:43] Still monitoring... (no mass staging detected)
[12:29:45] Still monitoring... (no mass staging detected)
[12:30:46] Still monitoring... (no mass staging detected)
[12:31:48] Still monitoring... (no mass staging detected)
[12:32:49] Still monitoring... (no mass staging detected)
[12:33:51] Still monitoring... (no mass staging detected)
[12:34:53] Still monitoring... (no mass staging detected)
[12:35:54] Still monitoring... (no mass staging detected)
[12:36:56] Still monitoring... (no mass staging detected)
[12:37:58] Still monitoring... (no mass staging detected)
[12:38:59] Still monitoring... (no mass staging detected)
[12:40:01] Still monitoring... (no mass staging detected)
[12:41:02] Still monitoring... (no mass staging detected)
[12:42:04] Still monitoring... (no mass staging detected)
[12:43:06] Still monitoring... (no mass staging detected)
[12:44:07] Still monitoring... (no mass staging detected)
[12:45:09] Still monitoring... (no mass staging detected)
[12:46:11] Still monitoring... (no mass staging detected)
[12:47:12] Still monitoring... (no mass staging detected)
[12:48:14] Still monitoring... (no mass staging detected)
[12:49:16] Still monitoring... (no mass staging detected)
[12:50:17] Still monitoring... (no mass staging detected)
[12:51:19] Still monitoring... (no mass staging detected)
[12:52:20] Still monitoring... (no mass staging detected)
[12:53:22] Still monitoring... (no mass staging detected)
[12:54:24] Still monitoring... (no mass staging detected)
[12:55:25] Still monitoring... (no mass staging detected)
[12:56:27] Still monitoring... (no mass staging detected)
[12:57:28] Still monitoring... (no mass staging detected)
[12:58:30] Still monitoring... (no mass staging detected)
[12:59:32] Still monitoring... (no mass staging detected)
[13:00:33] Still monitoring... (no mass staging detected)
[13:01:35] Still monitoring... (no mass staging detected)
[13:01:47] Git index modified (mtime changed from 1762057747 to 1762110105)
  Staged files:        0
  Process accessing: 

!!! MASS STAGING DETECTED - INCIDENT #11 !!!
Timestamp: 2025-11-02 13:01:56
Deleted files staged: 8867
========================================

=== GIT STATE ANALYSIS ===
--- Git Status (first 30 files) ---
D  .ai-planning/project-state.json
D  .arch-decision-patterns.json
D  .claude/agents/arc-decision.md
D  .claude/agents/mcp-config-guardian.md
D  .claude/agents/test-agent.md
D  .claude/commands/README-MCP-SWITCHING.md
D  .claude/commands/git.md
D  .claude/commands/mcp-current.md
D  .claude/commands/mcp-dev.md
D  .claude/commands/mcp-list.md
D  .claude/commands/mcp-minimal.md
D  .claude/commands/mcp-practice.md
D  .claude/commands/mcp-research.md
D  .claude/commands/quickprompt.md
D  .claude/commands/restart-vscode.md
D  .claude/commands/start.md
D  .claude/restart-vscode.sh
D  .claude/skills/promote-goal-workflow.md
D  .claude/skills/weekly-goal-review.md
D  .gitignore
D  .smart-file-organizer-rules.json
D  CHANGELOG.md
D  DOCS-INDEX.md
D  README.md
D  RELEASE_NOTES.md
D  SECURITY_BEST_PRACTICES.md
D  WORKSPACE_GUIDE.md
D  archive/.file-organizer-rules.json
D  archive/COMPLETE_MIGRATION_SUMMARY.md
D  archive/MIGRATION_COMPLETE.md

--- Git Index Stats ---

--- Recently Modified in .git ---
.git/index 2

--- Git Reflog (last 10) ---
302b5fb HEAD@{0}: commit: docs: update repository registry path references
8820fe0 HEAD@{1}: commit: refactor: reorganize configuration and remove obsolete scripts
1de7e73 HEAD@{2}: commit: chore: archive completed workflow executions
62d2357 HEAD@{3}: commit: feat: add backup-dr-mcp and checklist-manager-mcp project scaffolding
c278c4e HEAD@{4}: commit: docs: add comprehensive security and git integration guide
6b55f9a HEAD@{5}: commit: feat: add VS Code restart slash command
82b49d0 HEAD@{6}: commit: docs: update MCP implementation tracking and architecture
fa14cb9 HEAD@{7}: commit: docs: update workspace documentation and gitignore
f7f0070 HEAD@{8}: commit: refactor: reorganize git documentation into documentation/git/ directory
8fada2f HEAD@{9}: commit: docs: add MCP build integration and Google Sheets planning


=== PROCESS ANALYSIS ===
--- All VS Code Processes (detailed) ---
mmaruthurnew     73986  11.3  1.0 1863486608 259936   ??  S    11:02PM   3:43.29 /private/var/folders/g4/3vygdqrs053_7lxj_r82dd1w0000gp/T/AppTranslocation/AF81AB40-3F24-4806-8EAD-C82E4688FB8E/d/Visual Studio Code 2.app/Contents/Frameworks/Code Helper (Renderer).app/Contents/MacOS/Code Helper (Renderer) --type=renderer --user-data-dir=/Users/mmaruthurnew/Library/Application Support/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --app-path=/private/var/folders/g4/3vygdqrs053_7lxj_r82dd1w0000gp/T/AppTranslocation/AF81AB40-3F24-4806-8EAD-C82E4688FB8E/d/Visual Studio Code 2.app/Contents/Resources/app --enable-sandbox --enable-blink-features=HighlightAPI --disable-blink-features=FontMatchingCTMigration,StandardizedBrowserZoom, --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=4 --time-ticks-at-unix-epoch=-1760835168861778 --launch-time-ticks=1220975310205 --shared-files --field-trial-handle=1718379636,r,15353083390142775871,4648164914973620551,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version --vscode-window-config=vscode:750f0fdd-c4b8-445f-8dc8-5c2b615e9b8e --seatbelt-client=64
mmaruthurnew     73981   4.9  0.3 442419360  79424   ??  S    11:02PM   1:40.94 /private/var/folders/g4/3vygdqrs053_7lxj_r82dd1w0000gp/T/AppTranslocation/AF81AB40-3F24-4806-8EAD-C82E4688FB8E/d/Visual Studio Code 2.app/Contents/Frameworks/Code Helper (GPU).app/Contents/MacOS/Code Helper (GPU) --type=gpu-process --user-data-dir=/Users/mmaruthurnew/Library/Application Support/Code --gpu-preferences=UAAAAAAAAAAgAAAEAAAAAAAAAAAAAAAAAABgAAMAAAAAAAAAAAAAAAAAAAACAAAAAAAAAAAAAAAAAAAAAAAAABAAAAAAAAAAEAAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA --shared-files --field-trial-handle=1718379636,r,15353083390142775871,4648164914973620551,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version --seatbelt-client=32
mmaruthurnew     74065   1.7  0.3 1864860000  73936   ??  S    11:02PM   1:25.39 /private/var/folders/g4/3vygdqrs053_7lxj_r82dd1w0000gp/T/AppTranslocation/AF81AB40-3F24-4806-8EAD-C82E4688FB8E/d/Visual Studio Code 2.app/Contents/Frameworks/Code Helper.app/Contents/MacOS/Code Helper --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --user-data-dir=/Users/mmaruthurnew/Library/Application Support/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files --field-trial-handle=1718379636,r,15353083390142775871,4648164914973620551,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version
mmaruthurnew     74066   0.4  0.4 1864919440  91872   ??  S    11:02PM   0:22.49 /private/var/folders/g4/3vygdqrs053_7lxj_r82dd1w0000gp/T/AppTranslocation/AF81AB40-3F24-4806-8EAD-C82E4688FB8E/d/Visual Studio Code 2.app/Contents/Frameworks/Code Helper (Plugin).app/Contents/MacOS/Code Helper (Plugin) --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --dns-result-order=ipv4first --experimental-network-inspection --inspect-port=0 --user-data-dir=/Users/mmaruthurnew/Library/Application Support/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files --field-trial-handle=1718379636,r,15353083390142775871,4648164914973620551,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version
mmaruthurnew     73963   0.4  0.6 1865511408 160400   ??  S    11:02PM   0:46.22 /private/var/folders/g4/3vygdqrs053_7lxj_r82dd1w0000gp/T/AppTranslocation/AF81AB40-3F24-4806-8EAD-C82E4688FB8E/d/Visual Studio Code 2.app/Contents/MacOS/Electron
mmaruthurnew     74064   0.4  0.2 1864866032  55296   ??  R    11:02PM   0:20.37 /private/var/folders/g4/3vygdqrs053_7lxj_r82dd1w0000gp/T/AppTranslocation/AF81AB40-3F24-4806-8EAD-C82E4688FB8E/d/Visual Studio Code 2.app/Contents/Frameworks/Code Helper.app/Contents/MacOS/Code Helper --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --user-data-dir=/Users/mmaruthurnew/Library/Application Support/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files --field-trial-handle=1718379636,r,15353083390142775871,4648164914973620551,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version
mmaruthurnew     74151   0.0  0.0 408402880   4368   ??  S    11:02PM   0:00.01 /Users/mmaruthurnew/.vscode/extensions/openai.chatgpt-0.4.35-darwin-arm64/bin/macos-aarch64/codex app-server
mmaruthurnew     74070   0.0  0.0 408133072    912 s010  Ss+  11:02PM   0:00.02 /bin/bash --init-file /private/var/folders/g4/3vygdqrs053_7lxj_r82dd1w0000gp/T/AppTranslocation/AF81AB40-3F24-4806-8EAD-C82E4688FB8E/d/Visual Studio Code 2.app/Contents/Resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
mmaruthurnew     74067   0.0  0.0 408126928    848 s002  Ss   11:02PM   0:00.02 /bin/bash --init-file /private/var/folders/g4/3vygdqrs053_7lxj_r82dd1w0000gp/T/AppTranslocation/AF81AB40-3F24-4806-8EAD-C82E4688FB8E/d/Visual Studio Code 2.app/Contents/Resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
mmaruthurnew     74069   0.0  0.0 408143312    864 s007  Ss   11:02PM   0:00.02 /bin/bash --init-file /private/var/folders/g4/3vygdqrs053_7lxj_r82dd1w0000gp/T/AppTranslocation/AF81AB40-3F24-4806-8EAD-C82E4688FB8E/d/Visual Studio Code 2.app/Contents/Resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
mmaruthurnew     74068   0.0  0.0 408142288    848 s005  Ss   11:02PM   0:00.02 /bin/bash --init-file /private/var/folders/g4/3vygdqrs053_7lxj_r82dd1w0000gp/T/AppTranslocation/AF81AB40-3F24-4806-8EAD-C82E4688FB8E/d/Visual Studio Code 2.app/Contents/Resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
mmaruthurnew     73995   0.0  0.3 1864894032  64496   ??  S    11:02PM   0:05.26 /private/var/folders/g4/3vygdqrs053_7lxj_r82dd1w0000gp/T/AppTranslocation/AF81AB40-3F24-4806-8EAD-C82E4688FB8E/d/Visual Studio Code 2.app/Contents/Frameworks/Code Helper.app/Contents/MacOS/Code Helper --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --user-data-dir=/Users/mmaruthurnew/Library/Application Support/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files --field-trial-handle=1718379636,r,15353083390142775871,4648164914973620551,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version
mmaruthurnew     73982   0.0  0.2 441918480  40032   ??  S    11:02PM   0:02.34 /private/var/folders/g4/3vygdqrs053_7lxj_r82dd1w0000gp/T/AppTranslocation/AF81AB40-3F24-4806-8EAD-C82E4688FB8E/d/Visual Studio Code 2.app/Contents/Frameworks/Code Helper.app/Contents/MacOS/Code Helper --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=network --user-data-dir=/Users/mmaruthurnew/Library/Application Support/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files --field-trial-handle=1718379636,r,15353083390142775871,4648164914973620551,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version --seatbelt-client=32
mmaruthurnew     73980   0.0  0.0 441596368   4304   ??  S    11:02PM   0:00.03 /var/folders/g4/3vygdqrs053_7lxj_r82dd1w0000gp/T/AppTranslocation/AF81AB40-3F24-4806-8EAD-C82E4688FB8E/d/Visual Studio Code 2.app/Contents/Frameworks/Electron Framework.framework/Helpers/chrome_crashpad_handler --no-rate-limit --monitor-self-annotation=ptype=crashpad-handler --database=/Users/mmaruthurnew/Library/Application Support/Code/Crashpad --url=appcenter://code?aid=de75e3cc-e22f-4f42-a03f-1409c21d8af8&uid=8f3e5a43-adac-4917-ab14-31b4c385b378&iid=8f3e5a43-adac-4917-ab14-31b4c385b378&sid=8f3e5a43-adac-4917-ab14-31b4c385b378 --annotation=_companyName=Microsoft --annotation=_productName=VSCode --annotation=_version=1.104.3 --annotation=plat=OS X --annotation=prod=Electron --annotation=ver=37.3.1 --handshake-fd=20
mmaruthurnew     54511   0.0  0.0 441604432   4832   ??  S    Tue10PM   0:00.34 /Applications/Wispr Flow.app/Contents/Frameworks/Electron Framework.framework/Helpers/chrome_crashpad_handler --no-rate-limit --monitor-self-annotation=ptype=crashpad-handler --database=/Users/mmaruthurnew/Library/Application Support/Wispr Flow/Crashpad --url=https://f.a.k/e --annotation=_productName=Wispr Flow --annotation=_version=1.3.553 --annotation=plat=OS X --annotation=prod=Electron --annotation=ver=38.2.1 --handshake-fd=18
mmaruthurnew     99772   0.0  0.0 441604560   4128   ??  S    Tue12AM   0:00.48 /var/folders/g4/3vygdqrs053_7lxj_r82dd1w0000gp/T/AppTranslocation/AF81AB40-3F24-4806-8EAD-C82E4688FB8E/d/Visual Studio Code 2.app/Contents/Frameworks/Electron Framework.framework/Helpers/chrome_crashpad_handler --no-rate-limit --monitor-self-annotation=ptype=crashpad-handler --database=/Users/mmaruthurnew/Library/Application Support/Code/Crashpad --url=appcenter://code?aid=de75e3cc-e22f-4f42-a03f-1409c21d8af8&uid=8f3e5a43-adac-4917-ab14-31b4c385b378&iid=8f3e5a43-adac-4917-ab14-31b4c385b378&sid=8f3e5a43-adac-4917-ab14-31b4c385b378 --annotation=_companyName=Microsoft --annotation=_productName=VSCode --annotation=_version=1.104.3 --annotation=plat=OS X --annotation=prod=Electron --annotation=ver=37.3.1 --handshake-fd=20
mmaruthurnew     45507   0.0  0.0 441865296   7328   ??  S    11Oct25   1:04.41 /Applications/Cursor.app/Contents/Frameworks/Cursor Helper.app/Contents/MacOS/Cursor Helper --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=audio --message-loop-type-ui --user-data-dir=/Users/mmaruthurnew/Library/Application Support/Cursor --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files --field-trial-handle=1718379636,r,2243344376884166865,16824860225826948770,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports --disable-features=CalculateNativeWinOcclusion,MacWebContentsOcclusion,PlzDedicatedWorker,SpareRendererForSitePerProcess --variations-seed-version --seatbelt-client=97
